34
 0.000000000000000000E+00 1.471492462158203125E+02 9.675958657023995214E-19 9.482920898437500000E+03
 2.542799105867743492E-03 1.461053771972656250E+02 -2.440489083528518677E-02 9.444384765625000000E+03
 6.703283172100782394E-03 1.412467803955078125E+02 -1.530028283596038818E-01 9.246394531250000000E+03
 1.251025963574647903E-02 1.299989318847656250E+02 -6.490918397903442383E-01 8.698347656250000000E+03
 1.833705045282840729E-02 1.140512466430664062E+02 -1.364572405815124512E+00 7.840187500000000000E+03
 2.419337071478366852E-02 9.683799743652343750E+01 -1.942211031913757324E+00 7.039985839843750000E+03
 3.008813038468360901E-02 8.076451110839843750E+01 -2.306649208068847656E+00 6.506044921875000000E+03
 3.602904081344604492E-02 6.739528656005859375E+01 -2.546355009078979492E+00 6.131566894531250000E+03
 4.202222079038619995E-02 5.716641616821289062E+01 -2.665509939193725586E+00 5.778877929687500000E+03
 4.807192087173461914E-02 4.973031234741210938E+01 -2.855009317398071289E+00 5.344523925781250000E+03
 5.418032035231590271E-02 4.366246795654296875E+01 -2.653174161911010742E+00 4.514770507812500000E+03
 6.003651022911071777E-02 3.928933715820312500E+01 -1.854766488075256348E+00 3.533478271484375000E+03
 6.445028632879257202E-02 3.635430145263671875E+01 -1.260241031646728516E+00 2.944058837890625000E+03
 6.776607036590576172E-02 3.376910400390625000E+01 -8.225787878036499023E-01 2.540680419921875000E+03
 7.024890929460525513E-02 3.144568061828613281E+01 -2.605389654636383057E-01 2.083403564453125000E+03
 7.210226356983184814E-02 2.939166450500488281E+01 2.476463317871093750E-01 1.658749145507812500E+03
 7.348176091909408569E-02 2.752036857604980469E+01 5.816270112991333008E-01 1.352184082031250000E+03
 7.450599968433380127E-02 2.579142761230468750E+01 7.777079343795776367E-01 1.151390747070312500E+03
 7.526487857103347778E-02 2.423273468017578125E+01 8.844307661056518555E-01 1.017351806640625000E+03
 7.582627981901168823E-02 2.287098693847656250E+01 9.353222250938415527E-01 9.253564453125000000E+02
 7.624939084053039551E-02 2.163420295715332031E+01 9.489265084266662598E-01 8.568776855468750000E+02
 7.664903998374938965E-02 2.040345954895019531E+01 9.436444044113159180E-01 7.991566772460937500E+02
 7.702615857124328613E-02 1.913069343566894531E+01 9.292570352554321289E-01 7.477211914062500000E+02
 7.738178223371505737E-02 1.781770706176757812E+01 9.055244326591491699E-01 7.014826049804687500E+02
 7.771694660186767578E-02 1.646767997741699219E+01 8.746173977851867676E-01 6.595237426757812500E+02
 7.803280651569366455E-02 1.508260726928710938E+01 8.358002901077270508E-01 6.210310058593750000E+02
 7.833051681518554688E-02 1.366154766082763672E+01 7.892252206802368164E-01 5.852669677734375000E+02
 7.861121743917465210E-02 1.219927310943603516E+01 7.334483861923217773E-01 5.515559692382812500E+02
 7.887606322765350342E-02 1.068297290802001953E+01 6.690084934234619141E-01 5.192740478515625000E+02
 7.912617176771163940E-02 9.090003013610839844E+00 5.928939580917358398E-01 4.878438110351562500E+02
 7.936262339353561401E-02 7.375836849212646484E+00 5.092917680740356445E-01 4.567722778320312500E+02
 7.958643883466720581E-02 5.478569507598876953E+00 4.078596830368041992E-01 4.257268981933593750E+02
 7.979860156774520874E-02 3.280793905258178711E+00 2.845468521118164062E-01 3.947121582031250000E+02
 7.999999821186065674E-02 6.250142455101013184E-01 -5.042267497628927231E-03 3.623823547363281250E+02
