1 
!PHOTOSPHERE 64082 
0.0 0.0 695510000.0 0.000149284532851
103678891.321 0.0 687738938.547 1.36450488815e-05
103663012.433 1814485.87634 687738938.547 1.37721831696e-05
103615380.63 3628415.95934 687738938.547 1.39941366174e-05
103536010.505 5441234.62588 687738938.547 1.43101277893e-05
103424926.368 7252386.5933 687738938.547 1.47189769251e-05
103282162.246 9061317.08945 687738938.547 1.5219113815e-05
103107761.868 10867472.0227 687738938.547 1.58085879771e-05
102901778.655 12670298.1514 687738938.547 1.64850810081e-05
102664275.701 14469243.2538 687738938.547 1.72459209616e-05
102395325.756 16263756.2969 687738938.547 1.80880985947e-05
102095011.201 18053287.605 687738938.547 1.90082853118e-05
101763424.026 19837289.0287 687738938.547 2.0002852628e-05
101400665.799 21615214.1123 687738938.547 2.10678929649e-05
101006847.635 23386518.2614 687738938.547 2.21992415886e-05
100582090.165 25150658.9095 687738938.547 2.33924994988e-05
100126523.496 26907095.6845 687738938.547 2.46430570762e-05
99640287.1719 28655290.574 687738938.547 2.59461182987e-05
99123530.1313 30394708.0901 687738938.547 2.72967253414e-05
98576410.6616 32124815.4338 687738938.547 2.8689783379e-05
97999096.3504 33845082.6574 687738938.547 3.01200854199e-05
97391764.0343 35554982.8276 687738938.547 3.15823370065e-05
96754599.7445 37253992.1868 687738938.547 3.30711806291e-05
96087798.6504 38941590.3129 687738938.547 3.45812197076e-05
95391564.999 40617260.2796 687738938.547 3.61070420116e-05
94666112.053 42280488.814 687738938.547 3.76432423961e-05
93911662.0251 43930766.4543 687738938.547 3.91844447456e-05
93128446.0102 45567587.7056 687738938.547 4.07253230307e-05
92316703.9144 47190451.1947 687738938.547 4.22606213928e-05
91476684.3816 48798859.8241 687738938.547 4.37851731856e-05
90608644.7173 50392320.9236 687738938.547 4.52939189119e-05
89712850.8099 51970346.4019 687738938.547 4.67819230089e-05
88789577.0492 53532452.8955 687738938.547 4.82443894414e-05
87839106.2421 55078161.9171 687738938.547 4.96766760761e-05
86861729.5265 56607000.0022 687738938.547 5.10743078178e-05
85857746.2816 58118498.8538 687738938.547 5.24329884985e-05
84827464.0366 59612195.4864 687738938.547 5.37486115166e-05
83771198.3761 61087632.3671 687738938.547 5.50172692334e-05
82689272.8438 62544357.5564 687738938.547 5.6235261139e-05
81582018.8433 63981924.8463 687738938.547 5.7399100808e-05
80449775.5364 65399893.8969 687738938.547 5.85055216699e-05
79292889.7394 66797830.3716 687738938.547 5.95514816244e-05
78111715.8169 68175306.0699 687738938.547 6.05341665382e-05
76906615.573 69531899.0585 687738938.547 6.14509926635e-05
75677958.1409 70867193.8008 687738938.547 6.22996080219e-05
74426119.8692 72180781.2841 687738938.547 6.30778928037e-05
73151484.2075 73472259.1447 687738938.547 6.37839588333e-05
71854441.5879 74741231.7912 687738938.547 6.44161481584e-05
70535389.3064 75987310.526 687738938.547 6.49730308192e-05
69194731.4005 77210113.6638 687738938.547 6.54534018629e-05
67832878.5259 78409266.6492 687738938.547 6.58562776659e-05
66450247.8302 79584402.1708 687738938.547 6.61808916314e-05
65047262.8258 80735160.2739 687738938.547 6.64266893331e-05
63624353.2595 81861188.471 687738938.547 6.65933231744e-05
62181954.9814 82962141.8496 687738938.547 6.66806466378e-05
60720509.811 84037683.1777 687738938.547 6.6688708196e-05
59240465.4021 85087483.0073 687738938.547 6.66177449613e-05
57742275.1057 86111219.7754 687738938.547 6.64681761446e-05
56226397.8308 87108579.902 687738938.547 6.6240596399e-05
54693297.9045 88079257.8869 687738938.547 6.59357691178e-05
53143444.9289 89022956.4026 687738938.547 6.55546197572e-05
51577313.638 89939386.3859 687738938.547 6.50982292481e-05
49995383.7518 90828267.1258 687738938.547 6.45678275599e-05
48398139.8298 91689326.3504 687738938.547 6.39647874715e-05
46786071.1222 92522300.3093 687738938.547 6.3290618601e-05
45159671.4199 93326933.8552 687738938.547 6.25469617385e-05
43519438.9041 94102980.5216 687738938.547 6.17355835165e-05
41865875.9925 94850202.5984 687738938.547 6.08583714494e-05
40199489.1864 95568371.2047 687738938.547 5.99173293571e-05
38520788.9151 96257266.3591 687738938.547 5.89145731863e-05
